Employee_Id,Avg_Working_Hours_Per_Day,Work_From,Work_Pressure,Manager_Support,Sleeping_Habit,Exercise_Habit,Job_Satisfaction,Work_Life_Balance,Social_Person,Lives_With_Family,Working_State,Stress_Level
EMP0353,10.6,Home,2,1,3,3,2,No,1,Yes,Chennai,2
EMP0354,7.7,Home,5,5,3,3,2,Yes,1,Yes,Hyderabad,4
EMP0355,9.7,Home,3,5,4,2,5,No,3,No,Chennai,2
EMP0356,8.4,Office,3,2,3,1,4,No,1,Yes,Pune,4
EMP0357,12.4,Home,2,5,3,2,4,Yes,5,No,Hyderabad,4
EMP0358,12.4,Office,3,2,5,4,4,Yes,1,No,Karnataka,5
EMP0359,9.5,Office,2,4,3,5,4,Yes,2,Yes,Hyderabad,3
EMP0360,8.8,Office,5,5,4,2,5,No,3,No,Karnataka,3
EMP0361,10.8,Office,5,1,5,5,4,Yes,2,No,Karnataka,4
EMP0362,8.5,Office,5,2,5,4,2,Yes,1,No,Pune,4
EMP0363,8.6,Hybrid,4,2,5,3,2,Yes,5,Yes,Hyderabad,4
EMP0364,10,Office,3,1,5,4,5,Yes,4,Yes,Pune,3
EMP0365,8.6,Office,3,5,4,3,3,No,5,No,Chennai,2
EMP0366,15,Office,1,3,1,2,2,No,3,Yes,Chennai,4
EMP0367,7.7,Hybrid,3,3,1,3,1,No,5,No,Karnataka,5
EMP0368,7.1,Office,3,3,3,2,2,No,4,No,Hyderabad,4
EMP0369,8.2,Office,3,3,1,5,3,Yes,5,No,Pune,3
EMP0370,10.6,Home,1,5,4,2,3,Yes,4,Yes,Karnataka,5
EMP0371,6.6,Hybrid,5,4,1,4,2,No,2,No,Hyderabad,5
EMP0372,9.8,Hybrid,2,4,3,3,3,Yes,2,Yes,Karnataka,1
EMP0373,9.7,Office,2,4,2,1,3,No,4,Yes,Delhi,3
EMP0374,7.2,Office,4,1,3,5,4,Yes,5,No,Pune,1
EMP0375,9.3,Office,1,2,1,4,2,Yes,3,Yes,Karnataka,1
EMP0376,6.5,Office,5,2,5,4,1,No,2,Yes,Hyderabad,2
EMP0377,10.1,Office,1,1,5,4,3,No,1,Yes,Hyderabad,3
EMP0378,8.1,Office,3,3,4,2,1,No,4,No,Chennai,3
EMP0379,8.7,Hybrid,1,4,2,1,2,No,3,No,Pune,2
EMP0380,9.4,Hybrid,2,1,3,4,3,Yes,3,No,Karnataka,3
EMP0381,9.4,Hybrid,4,1,1,4,5,Yes,4,Yes,Hyderabad,4
EMP0382,7.4,Office,1,5,4,3,5,No,3,No,Hyderabad,3
EMP0383,10.4,Home,3,4,5,4,5,Yes,1,Yes,Chennai,2
EMP0384,9.8,Office,3,2,2,4,3,Yes,1,Yes,Pune,2
EMP0385,10.3,Office,1,2,5,4,5,No,2,Yes,Karnataka,1
EMP0386,9.3,Office,3,5,5,4,1,Yes,2,Yes,Pune,1
EMP0387,6.3,Home,4,3,4,5,5,No,5,Yes,Hyderabad,5
EMP0388,8.6,Office,3,3,4,1,1,Yes,3,No,Delhi,1
EMP0389,6.6,Home,5,2,5,4,5,Yes,2,No,Hyderabad,5
EMP0390,7.1,Home,5,1,4,1,4,No,1,No,Delhi,2
EMP0391,8,Office,1,1,5,1,3,No,1,Yes,Pune,5
EMP0392,8.8,Hybrid,2,2,2,1,4,Yes,1,Yes,Hyderabad,5
EMP0393,10.1,Hybrid,5,2,5,1,1,Yes,2,No,Pune,1
EMP0394,9.9,Office,1,4,1,5,3,Yes,3,Yes,Delhi,3
EMP0395,14.4,Office,4,2,5,4,3,No,4,Yes,Hyderabad,4
EMP0396,7.8,Home,2,1,2,2,1,No,4,No,Hyderabad,5
EMP0397,6.6,Hybrid,5,3,1,2,5,Yes,4,Yes,Karnataka,2
EMP0398,9.1,Hybrid,5,5,3,5,5,Yes,1,Yes,Pune,4
EMP0399,7.5,Home,2,5,5,5,2,Yes,1,Yes,Pune,5
EMP0400,8.4,Office,4,2,1,2,5,No,1,No,Pune,2
EMP0401,8.6,Home,1,5,1,1,2,Yes,5,No,Delhi,2
EMP0402,7,Home,5,4,3,3,3,No,5,No,Delhi,4
EMP0403,9.7,Office,2,4,2,4,2,No,2,No,Chennai,1
EMP0404,10.8,Office,3,1,1,5,1,Yes,2,Yes,Hyderabad,1
EMP0405,8.2,Hybrid,5,4,4,4,4,No,2,No,Pune,3
EMP0406,10.4,Home,5,5,3,5,2,Yes,1,Yes,Delhi,5
EMP0407,8.6,Office,2,4,2,3,2,Yes,4,No,Pune,3
EMP0408,10.4,Hybrid,5,5,5,3,2,Yes,5,No,Karnataka,3
EMP0409,8.7,Hybrid,1,5,4,3,4,Yes,1,Yes,Hyderabad,4
EMP0410,9.3,Hybrid,1,5,5,1,1,Yes,3,Yes,Karnataka,3
EMP0411,9.2,Hybrid,5,4,3,4,2,No,4,Yes,Hyderabad,2
EMP0412,10.2,Home,2,3,5,2,1,Yes,4,No,Chennai,4
EMP0413,10.1,Hybrid,4,5,3,4,5,No,3,Yes,Hyderabad,1
EMP0414,14.6,Home,2,3,3,1,2,No,2,Yes,Delhi,1
EMP0415,8.7,Home,2,3,4,2,2,No,3,No,Pune,4
EMP0416,6.9,Home,1,1,3,2,1,Yes,3,Yes,Hyderabad,2
EMP0417,8.9,Office,3,1,3,1,2,Yes,1,No,Chennai,1
EMP0418,7.6,Hybrid,5,2,5,5,4,No,2,Yes,Pune,5
EMP0419,7.2,Office,4,1,4,3,4,No,2,No,Chennai,5
EMP0420,7.7,Hybrid,2,2,1,1,5,No,1,Yes,Delhi,1
EMP0421,13.3,Home,5,4,5,4,1,Yes,2,No,Chennai,5
EMP0422,7.5,Home,3,3,3,1,5,Yes,4,No,Pune,1
EMP0423,6.6,Home,2,2,1,4,1,Yes,4,No,Delhi,3
EMP0424,10.6,Hybrid,5,5,2,1,3,No,1,Yes,Karnataka,2
EMP0425,6.7,Home,4,5,1,2,3,No,1,Yes,Pune,2
EMP0426,7.8,Home,2,3,3,1,5,Yes,5,No,Hyderabad,1
EMP0427,8,Hybrid,3,1,5,5,3,No,1,No,Karnataka,5
EMP0428,9.3,Home,2,2,2,4,3,Yes,3,Yes,Pune,2
EMP0429,10,Hybrid,3,4,2,5,1,Yes,2,No,Pune,3
EMP0430,10.2,Home,5,4,2,5,5,No,1,No,Delhi,4
EMP0431,8.5,Office,3,3,2,2,5,Yes,1,Yes,Chennai,4
EMP0432,9.6,Office,3,5,3,1,4,Yes,5,No,Karnataka,2
EMP0433,9.5,Home,1,1,2,4,4,Yes,2,Yes,Pune,1
EMP0434,9,Hybrid,3,4,5,4,5,Yes,1,Yes,Chennai,4
EMP0435,7.2,Home,2,2,4,2,3,No,1,Yes,Karnataka,3
EMP0436,10.5,Home,5,4,1,4,1,No,5,Yes,Karnataka,5
EMP0437,8.1,Home,1,2,4,1,2,No,3,No,Hyderabad,3
EMP0438,7.5,Home,5,4,5,2,5,No,3,Yes,Pune,5
EMP0439,11.9,Hybrid,2,5,3,1,1,No,3,No,Pune,3
EMP0440,6.6,Hybrid,2,2,4,4,2,No,3,No,Hyderabad,1
EMP0441,14.5,Home,4,1,2,1,5,No,2,Yes,Chennai,1
EMP0442,11,Home,2,1,1,4,5,No,5,No,Pune,1
EMP0443,10.5,Hybrid,5,4,3,3,1,No,2,Yes,Pune,1
EMP0444,8,Office,3,2,2,5,3,No,2,No,Pune,3
EMP0445,8.2,Office,4,4,5,3,4,Yes,5,No,Delhi,3
EMP0446,8.6,Hybrid,4,4,3,3,4,No,5,Yes,Karnataka,4
EMP0447,9.4,Home,4,1,5,5,1,No,1,Yes,Pune,3
EMP0448,9.1,Office,2,2,3,4,4,No,3,Yes,Delhi,1
EMP0449,9.2,Hybrid,4,5,2,1,2,Yes,4,No,Pune,5
EMP0450,9.5,Home,2,4,2,2,4,No,3,Yes,Pune,5
EMP0451,7,Hybrid,3,5,3,4,1,No,2,Yes,Delhi,3
EMP0452,10.2,Home,4,2,4,5,1,Yes,2,Yes,Delhi,1
EMP0453,12.2,Home,2,1,5,1,4,No,3,Yes,Karnataka,2
EMP0454,9.7,Home,3,2,2,3,5,Yes,4,No,Hyderabad,3
EMP0455,9.7,Home,5,4,3,5,4,Yes,2,No,Karnataka,4
EMP0456,12.7,Hybrid,4,4,5,4,1,No,1,Yes,Delhi,5
EMP0457,7.3,Home,2,1,2,4,1,No,2,No,Pune,1
EMP0458,10.8,Home,2,2,5,5,3,No,2,No,Karnataka,4
EMP0459,10.5,Hybrid,1,3,2,5,1,Yes,3,Yes,Karnataka,5
EMP0460,9.6,Hybrid,3,4,3,2,5,Yes,3,Yes,Karnataka,4
EMP0461,11.3,Home,5,2,5,1,1,No,1,No,Karnataka,4
EMP0462,8.3,Hybrid,3,3,1,2,1,Yes,3,Yes,Chennai,1
EMP0463,8.5,Office,5,3,1,1,3,Yes,1,No,Karnataka,3
EMP0464,8.2,Home,1,4,4,3,1,No,4,Yes,Karnataka,4
EMP0465,7.5,Office,2,1,2,3,5,No,4,Yes,Karnataka,1
EMP0466,9.2,Hybrid,2,4,1,3,2,No,1,No,Karnataka,2
EMP0467,5.6,Home,4,1,1,4,3,Yes,2,No,Delhi,4
EMP0468,7.5,Home,5,5,4,5,2,No,5,No,Delhi,1
EMP0469,8.5,Home,3,1,5,5,2,Yes,1,No,Delhi,2
EMP0470,7.5,Home,4,1,1,1,2,No,5,Yes,Hyderabad,1
EMP0471,9.2,Hybrid,5,3,5,4,3,No,5,No,Pune,3
EMP0472,7.6,Office,5,5,1,5,1,No,2,No,Delhi,5
EMP0473,7.8,Office,4,2,2,1,1,Yes,3,Yes,Chennai,5
EMP0474,6.4,Home,1,3,3,1,3,No,2,Yes,Hyderabad,2
EMP0475,6.7,Office,1,2,5,2,5,Yes,1,Yes,Delhi,4
EMP0476,6.1,Office,5,2,2,3,5,No,2,No,Chennai,5
EMP0477,8,Hybrid,2,5,1,5,1,No,4,No,Hyderabad,5
EMP0478,13.1,Home,4,3,5,4,4,Yes,2,No,Karnataka,4
EMP0479,11.4,Office,1,3,1,2,3,No,3,Yes,Hyderabad,4
EMP0480,8.6,Hybrid,2,3,5,1,3,Yes,4,No,Hyderabad,5
EMP0481,8.1,Hybrid,3,2,1,4,5,No,3,Yes,Chennai,1
EMP0482,7.6,Office,3,4,5,2,2,No,5,No,Karnataka,3
EMP0483,9.8,Office,1,2,4,2,3,Yes,3,Yes,Chennai,4
EMP0484,7.6,Home,5,5,3,4,3,No,2,Yes,Delhi,3
EMP0485,10,Office,2,4,4,3,5,Yes,1,Yes,Pune,3
EMP0486,9.4,Office,4,5,3,3,3,Yes,5,No,Karnataka,3
EMP0487,10.9,Office,5,3,3,2,5,No,2,Yes,Delhi,4
EMP0488,8.5,Home,1,1,4,1,5,No,2,No,Pune,3
EMP0489,7.9,Hybrid,4,5,3,5,5,Yes,2,No,Chennai,5
EMP0490,9.1,Office,3,2,4,3,2,Yes,5,Yes,Karnataka,3
EMP0491,9.6,Hybrid,2,1,4,3,3,Yes,2,No,Delhi,4
EMP0492,8.5,Home,3,2,4,4,2,No,5,No,Hyderabad,4
EMP0493,10.2,Home,5,5,3,3,4,No,1,Yes,Karnataka,4
EMP0494,7.2,Office,5,2,3,4,2,No,1,No,Karnataka,4
EMP0495,10.6,Hybrid,5,5,3,4,3,No,4,Yes,Pune,5
EMP0496,8.4,Home,4,1,4,2,2,No,2,No,Pune,4
EMP0497,10.2,Hybrid,4,5,1,2,5,No,1,No,Karnataka,4
EMP0498,8.9,Hybrid,4,1,4,1,2,Yes,2,Yes,Delhi,3
EMP0499,11.4,Office,2,2,2,4,3,No,3,Yes,Chennai,4
EMP0500,9.5,Home,5,2,3,3,3,Yes,4,No,Pune,3
EMP0501,14,Office,1,3,4,3,5,No,2,Yes,Karnataka,1
EMP0502,10.6,Office,3,3,3,1,3,No,1,Yes,Delhi,1
EMP0503,9.9,Hybrid,4,3,3,1,5,Yes,2,Yes,Hyderabad,1
EMP0504,9.3,Office,3,5,1,3,4,No,2,Yes,Delhi,5
EMP0505,10.2,Home,5,2,5,3,2,No,1,No,Pune,1
EMP0506,7.6,Office,4,2,4,2,3,Yes,4,No,Chennai,4
EMP0507,7.3,Office,1,3,4,3,4,Yes,5,No,Chennai,1
EMP0508,11.7,Office,5,3,5,5,2,Yes,5,Yes,Karnataka,1
EMP0509,10.9,Office,4,1,1,5,4,Yes,2,No,Pune,2
EMP0510,11,Hybrid,2,3,5,2,1,No,1,Yes,Hyderabad,1
EMP0511,9.7,Hybrid,4,1,1,1,3,Yes,4,No,Karnataka,1
EMP0512,7.3,Office,5,1,4,5,2,No,1,No,Pune,5
EMP0513,9.2,Home,5,5,2,5,1,Yes,3,Yes,Delhi,1
EMP0514,6.1,Hybrid,1,4,5,2,1,Yes,1,Yes,Karnataka,2
EMP0515,7.6,Hybrid,5,1,4,1,2,Yes,4,Yes,Karnataka,5
EMP0516,6.2,Home,4,2,1,2,4,No,5,Yes,Hyderabad,2
EMP0517,11.5,Hybrid,5,1,5,5,1,No,5,Yes,Chennai,2
EMP0518,8.8,Hybrid,5,2,3,1,2,No,5,No,Karnataka,5
EMP0519,7.8,Office,1,3,2,4,2,Yes,1,Yes,Pune,4
EMP0520,9.3,Hybrid,1,4,5,2,2,Yes,5,No,Karnataka,4
EMP0521,9.6,Hybrid,1,3,4,3,5,Yes,2,Yes,Pune,3
EMP0522,11,Office,1,2,3,5,4,No,2,Yes,Karnataka,4
EMP0523,9.5,Home,4,1,4,2,1,Yes,4,Yes,Chennai,4
EMP0524,9.5,Home,1,1,4,2,1,No,5,No,Karnataka,3
EMP0525,9.7,Office,5,1,1,1,4,No,5,Yes,Delhi,5
EMP0526,7.1,Office,4,2,5,1,2,Yes,2,No,Pune,4
EMP0527,9.3,Home,3,1,2,5,1,Yes,2,Yes,Chennai,5
EMP0528,10.7,Home,2,1,5,2,1,Yes,1,Yes,Pune,1
EMP0529,11.2,Hybrid,1,2,2,2,2,Yes,2,No,Hyderabad,4
EMP0530,8,Hybrid,4,2,5,5,5,Yes,3,Yes,Karnataka,3
EMP0531,7.7,Home,3,3,2,3,1,No,3,No,Pune,1
EMP0532,9.8,Home,4,2,4,4,4,Yes,5,No,Hyderabad,1
EMP0533,14.6,Office,1,4,4,3,2,Yes,3,Yes,Karnataka,2
EMP0534,6.6,Office,4,4,4,2,2,Yes,2,Yes,Chennai,5
EMP0535,11.7,Home,5,5,5,5,4,Yes,5,Yes,Karnataka,1
EMP0536,6.9,Hybrid,1,2,1,1,5,Yes,3,Yes,Pune,2
EMP0537,10.8,Office,2,2,4,1,5,No,4,Yes,Chennai,2
EMP0538,10.5,Hybrid,4,4,5,4,1,Yes,3,Yes,Delhi,3
EMP0539,8.3,Office,4,2,5,3,5,Yes,5,No,Chennai,4
EMP0540,6.3,Home,2,5,2,3,1,Yes,1,Yes,Pune,3
EMP0541,7.3,Home,5,5,4,4,3,Yes,3,No,Delhi,2
EMP0542,10,Office,2,2,4,1,5,Yes,3,No,Pune,3
EMP0543,9.6,Hybrid,4,2,1,4,3,No,5,No,Pune,5
EMP0544,12.2,Hybrid,2,4,3,1,2,No,2,No,Delhi,5
EMP0545,14.7,Home,4,2,5,1,5,Yes,5,Yes,Hyderabad,4
EMP0546,8.4,Hybrid,5,5,3,5,3,No,2,Yes,Hyderabad,1
EMP0547,11,Home,4,5,1,3,4,No,4,Yes,Karnataka,2
EMP0548,8.7,Office,3,3,4,1,4,No,2,No,Delhi,3
EMP0549,9.2,Office,3,4,2,4,4,Yes,4,No,Karnataka,4
EMP0550,9.9,Office,5,2,5,1,3,Yes,2,Yes,Hyderabad,3
EMP0551,14,Home,1,5,4,5,3,No,4,No,Hyderabad,3
EMP0552,9.7,Home,1,5,5,1,5,Yes,5,No,Delhi,1
EMP0553,8.1,Home,5,3,2,4,5,No,4,Yes,Chennai,1
EMP0554,9.5,Office,2,4,5,3,3,No,5,Yes,Delhi,1
EMP0555,9.5,Office,1,4,2,2,1,Yes,5,No,Pune,2
EMP0556,8.7,Home,3,4,1,4,4,Yes,4,No,Pune,4
EMP0557,10.9,Home,1,4,5,1,3,No,3,Yes,Hyderabad,1
EMP0558,8.6,Hybrid,2,2,2,3,5,No,2,Yes,Delhi,3
EMP0559,6.6,Home,2,5,2,3,1,Yes,3,No,Pune,1
EMP0560,8.9,Home,4,2,2,2,1,No,1,Yes,Hyderabad,2
EMP0561,8.1,Home,5,3,3,1,5,Yes,2,Yes,Pune,3
EMP0562,8.4,Home,5,5,1,1,4,No,1,Yes,Karnataka,5
EMP0563,10,Hybrid,2,1,3,2,1,No,4,No,Delhi,1
EMP0564,8.3,Home,2,5,4,5,5,Yes,5,No,Hyderabad,5
EMP0565,8,Home,2,3,2,4,1,No,4,No,Delhi,5
EMP0566,9.3,Home,5,3,4,2,5,No,2,Yes,Karnataka,2
EMP0567,7.1,Hybrid,1,2,3,3,1,Yes,2,No,Delhi,4
EMP0568,7.8,Home,5,4,1,1,2,No,5,Yes,Delhi,4
EMP0569,8.1,Hybrid,2,4,5,5,4,No,3,No,Hyderabad,1
EMP0570,10.6,Office,3,2,5,2,1,Yes,4,Yes,Chennai,2
EMP0571,7.9,Hybrid,3,3,1,4,3,No,1,Yes,Chennai,1
EMP0572,12.3,Office,5,4,5,3,3,Yes,3,Yes,Delhi,3
EMP0573,9.6,Hybrid,4,3,3,3,5,Yes,3,No,Karnataka,1
EMP0574,15.9,Home,5,4,5,2,1,No,4,Yes,Karnataka,4
EMP0575,7.6,Office,2,5,3,1,4,Yes,4,Yes,Delhi,2
EMP0576,8.8,Home,5,1,5,5,3,No,1,No,Chennai,1
EMP0577,7.6,Home,5,2,5,4,3,Yes,1,No,Pune,1
EMP0578,9.4,Home,5,4,5,3,2,No,1,No,Chennai,1
EMP0579,9.2,Home,3,4,1,2,3,No,3,No,Chennai,4
EMP0580,8,Office,5,1,3,4,5,Yes,1,Yes,Karnataka,1
EMP0581,7.1,Hybrid,3,2,2,5,1,Yes,3,Yes,Chennai,5
EMP0582,10.7,Hybrid,1,5,3,4,3,Yes,1,Yes,Hyderabad,3
EMP0583,8.5,Home,1,1,3,5,3,No,4,No,Pune,3
EMP0584,5,Office,2,2,3,2,5,Yes,4,Yes,Chennai,5
EMP0585,7.8,Hybrid,1,3,2,4,3,Yes,4,No,Hyderabad,5
EMP0586,8.2,Hybrid,2,3,3,4,1,Yes,4,Yes,Karnataka,1
EMP0587,8.2,Office,3,5,1,2,2,No,2,Yes,Delhi,5
EMP0588,7.2,Home,5,3,2,4,5,No,5,Yes,Chennai,2
EMP0589,8.7,Office,2,3,4,5,4,Yes,5,Yes,Hyderabad,2
EMP0590,8.8,Home,3,3,5,2,3,Yes,5,Yes,Pune,2
EMP0591,8.9,Office,4,5,4,1,3,Yes,1,Yes,Pune,2
EMP0592,10.4,Home,1,2,1,1,5,No,3,Yes,Delhi,1
EMP0593,8.7,Office,4,5,3,1,2,No,3,Yes,Pune,1
EMP0594,10.3,Hybrid,2,4,2,5,5,Yes,3,No,Hyderabad,2
EMP0595,8.1,Office,2,4,3,1,3,No,1,Yes,Karnataka,5
EMP0596,10.2,Hybrid,1,3,1,3,2,Yes,1,No,Chennai,2
EMP0597,10.2,Office,5,2,3,3,2,No,3,No,Karnataka,3
EMP0598,9.2,Hybrid,4,5,5,2,5,Yes,3,Yes,Delhi,2
EMP0599,6.9,Hybrid,1,3,2,2,5,Yes,2,Yes,Hyderabad,1
EMP0600,10.2,Office,1,1,4,5,5,Yes,5,No,Chennai,5
EMP0601,9.6,Home,2,4,5,5,2,Yes,2,No,Pune,5
EMP0602,8.9,Office,4,1,2,2,3,No,3,No,Chennai,4
EMP0603,10.4,Home,4,5,2,2,1,No,1,Yes,Chennai,3
EMP0604,8.2,Hybrid,3,2,3,4,5,No,2,Yes,Karnataka,5
EMP0605,8.8,Home,4,3,1,2,2,Yes,5,No,Karnataka,5
EMP0606,10.6,Home,4,4,5,4,1,Yes,5,Yes,Delhi,5
EMP0607,6.5,Home,5,5,5,2,2,No,2,Yes,Chennai,3
EMP0608,9.1,Office,2,2,4,3,1,No,1,No,Delhi,5
EMP0609,7.9,Home,3,2,3,3,4,Yes,4,Yes,Pune,5
EMP0610,8.3,Hybrid,5,2,4,1,2,Yes,4,No,Delhi,3
EMP0611,11.3,Office,4,5,5,1,1,Yes,4,No,Karnataka,1
EMP0612,8.4,Home,1,1,3,2,5,Yes,4,Yes,Karnataka,3
EMP0613,9.3,Office,3,1,5,5,4,Yes,5,Yes,Chennai,5
EMP0614,9.1,Home,3,5,3,3,1,No,2,Yes,Pune,1
EMP0615,5.2,Home,4,2,5,2,1,Yes,5,No,Karnataka,4
EMP0616,13.8,Home,5,3,5,3,1,Yes,1,No,Karnataka,5
EMP0617,7.7,Hybrid,2,2,2,4,1,Yes,1,No,Karnataka,3
EMP0618,7.6,Office,5,4,2,4,3,Yes,1,No,Hyderabad,1
EMP0619,9.3,Home,4,5,2,4,1,No,3,No,Hyderabad,2
EMP0620,6.8,Home,2,1,1,2,2,No,3,No,Chennai,3
EMP0621,9.3,Home,5,5,3,1,2,No,1,Yes,Chennai,5
EMP0622,8.7,Hybrid,1,5,3,4,5,No,1,No,Chennai,4
EMP0623,9.6,Office,2,2,2,5,4,Yes,4,Yes,Delhi,4
EMP0624,9.5,Office,3,1,4,5,3,No,1,Yes,Hyderabad,2
EMP0625,9.1,Hybrid,1,2,4,5,5,Yes,4,No,Pune,3
EMP0626,7.9,Office,3,1,2,5,4,No,1,No,Delhi,4
EMP0627,9.9,Home,3,3,4,5,1,No,4,No,Pune,3
EMP0628,9,Office,2,1,2,4,4,No,2,Yes,Hyderabad,5
EMP0629,5.9,Home,5,2,5,5,4,No,3,No,Hyderabad,4
EMP0630,9.5,Office,2,3,2,2,1,No,5,Yes,Delhi,5
EMP0631,9.3,Office,5,5,1,4,4,Yes,2,Yes,Pune,2
EMP0632,7.4,Office,1,3,5,3,3,Yes,4,No,Delhi,1
EMP0633,10.7,Home,5,1,4,2,4,Yes,4,No,Chennai,1
EMP0634,6.6,Office,2,1,3,3,1,No,4,Yes,Karnataka,4
EMP0635,8.3,Hybrid,2,4,5,3,4,Yes,4,Yes,Delhi,2
EMP0636,9.6,Office,3,3,3,4,5,No,1,No,Karnataka,3
EMP0637,14.5,Home,2,3,3,3,5,No,3,No,Pune,1
EMP0638,9.9,Home,4,4,4,4,5,No,5,Yes,Karnataka,1
EMP0639,6.2,Home,5,4,3,3,2,No,5,No,Pune,1
EMP0640,12.5,Home,5,1,5,1,2,No,5,No,Delhi,2
EMP0641,7.8,Office,1,5,5,3,1,No,3,No,Hyderabad,2
EMP0642,7.9,Office,3,4,4,3,1,No,4,No,Hyderabad,4
EMP0643,8.9,Hybrid,3,4,4,2,1,No,5,Yes,Hyderabad,1
EMP0644,7.8,Office,1,3,2,2,1,No,1,No,Karnataka,3
EMP0645,9.1,Home,1,4,2,3,5,Yes,5,No,Hyderabad,1
EMP0646,9.7,Hybrid,2,2,5,2,3,No,1,No,Hyderabad,2
EMP0647,7.8,Hybrid,4,5,2,4,4,Yes,1,Yes,Chennai,5
EMP0648,9.7,Office,4,4,4,2,1,No,2,Yes,Chennai,1
EMP0649,10.5,Hybrid,1,2,4,1,3,Yes,3,No,Chennai,4
EMP0650,10.7,Hybrid,2,4,2,3,5,Yes,2,No,Chennai,2
EMP0651,9.2,Home,1,2,4,5,5,No,1,No,Karnataka,3
EMP0652,8.3,Home,4,2,2,4,2,No,5,Yes,Pune,5
EMP0653,6.4,Hybrid,4,1,2,2,4,No,1,Yes,Chennai,3
EMP0654,6.6,Hybrid,5,4,1,4,2,No,1,No,Karnataka,1
EMP0655,7.6,Office,3,1,5,2,3,Yes,3,Yes,Hyderabad,1
EMP0656,12.8,Hybrid,3,2,5,5,2,Yes,2,No,Pune,5
EMP0657,9.7,Hybrid,4,4,5,5,5,Yes,2,No,Karnataka,1
EMP0658,10.3,Home,3,5,5,2,2,No,5,No,Pune,1
EMP0659,9.1,Office,1,2,4,5,5,Yes,4,No,Karnataka,1
EMP0660,8.2,Office,3,3,5,4,1,No,4,Yes,Karnataka,1
EMP0661,11.9,Hybrid,4,4,2,1,2,Yes,2,Yes,Hyderabad,4
EMP0662,8.3,Office,3,4,4,2,2,No,3,Yes,Chennai,4
EMP0663,10.2,Hybrid,5,2,3,5,4,No,4,Yes,Hyderabad,1
EMP0664,10.2,Hybrid,1,3,3,5,4,No,1,No,Hyderabad,2
EMP0665,9,Hybrid,1,5,4,4,5,Yes,2,No,Delhi,5
EMP0666,8.8,Hybrid,1,1,5,1,3,Yes,2,Yes,Hyderabad,1
EMP0667,9.3,Home,2,1,4,3,2,No,3,Yes,Pune,3
EMP0668,8,Hybrid,3,2,4,1,3,Yes,5,No,Karnataka,1
EMP0669,7.3,Home,2,4,5,5,5,Yes,2,Yes,Hyderabad,3
EMP0670,7.1,Office,4,2,5,5,3,No,3,Yes,Delhi,5
EMP0671,10,Hybrid,3,1,2,1,2,Yes,3,Yes,Pune,2
EMP0672,8.7,Hybrid,1,1,4,4,1,No,3,No,Pune,2
EMP0673,9.7,Home,5,5,2,4,5,No,1,No,Delhi,2
EMP0674,6.6,Home,2,4,5,5,1,Yes,4,Yes,Hyderabad,1
EMP0675,9.9,Home,5,2,4,2,4,Yes,2,Yes,Hyderabad,5
EMP0676,7.5,Hybrid,3,4,2,4,4,No,1,Yes,Chennai,1
EMP0677,9.9,Home,1,4,5,1,2,No,1,No,Chennai,3
EMP0678,7.6,Office,5,3,4,3,3,No,4,No,Chennai,1
EMP0679,7.2,Hybrid,2,4,3,1,4,No,5,Yes,Chennai,2
EMP0680,8.1,Office,3,5,2,4,1,No,1,No,Delhi,5
EMP0681,8.6,Home,3,3,3,2,1,No,5,No,Karnataka,1
EMP0682,8.2,Hybrid,1,2,5,5,4,No,3,No,Delhi,2
EMP0683,8,Office,4,4,1,4,5,No,5,No,Chennai,4
EMP0684,9.8,Office,3,4,4,3,2,No,5,Yes,Delhi,3
EMP0685,9.7,Office,4,4,2,5,3,No,5,No,Hyderabad,2
EMP0686,10.4,Home,3,2,5,5,1,Yes,5,No,Chennai,4
EMP0687,9.9,Hybrid,2,4,4,3,3,Yes,2,No,Karnataka,5
EMP0688,8.8,Hybrid,4,1,4,5,5,No,3,Yes,Chennai,1
EMP0689,10.3,Office,4,2,5,4,3,No,2,Yes,Pune,1
EMP0690,10,Home,1,1,3,1,5,No,2,Yes,Chennai,5
EMP0691,8.4,Home,4,4,1,1,2,Yes,3,No,Delhi,5
EMP0692,8.7,Hybrid,2,4,4,3,5,No,4,No,Chennai,4
EMP0693,5.5,Hybrid,4,4,5,5,5,No,5,No,Pune,3
EMP0694,9.4,Office,4,4,2,4,4,Yes,2,Yes,Pune,2
EMP0695,8.3,Hybrid,1,1,2,5,1,Yes,4,Yes,Chennai,1
EMP0696,9,Office,5,4,3,5,3,No,4,No,Delhi,2
EMP0697,11.9,Home,4,5,2,3,3,Yes,3,Yes,Karnataka,2
EMP0698,8.1,Office,4,1,4,5,2,Yes,2,Yes,Pune,5
EMP0699,7.5,Office,5,1,1,3,3,Yes,2,No,Chennai,4
EMP0700,8.6,Home,3,1,1,1,5,Yes,3,Yes,Pune,2
EMP0701,9.6,Hybrid,1,5,4,4,3,Yes,4,Yes,Delhi,4
EMP0702,11.1,Office,2,1,5,4,3,No,4,No,Karnataka,1
EMP0703,8.2,Office,4,1,4,2,3,Yes,4,Yes,Chennai,4
EMP0704,12,Home,4,1,1,1,3,Yes,5,No,Chennai,1
EMP0705,11.5,Hybrid,5,5,1,1,5,Yes,3,No,Pune,5
EMP0706,5.6,Hybrid,1,5,3,4,3,Yes,3,No,Pune,2
EMP0707,7.8,Home,5,4,5,2,5,No,5,Yes,Hyderabad,2
